0.3800	1.137E-02
0.3825	1.044E-02
0.3850	9.410E-03
0.3875	9.170E-03
0.3900	8.510E-03
0.3925	8.290E-03
0.3950	8.130E-03
0.3975	7.750E-03
0.4000	6.630E-03
0.4025	5.790E-03
0.4050	5.300E-03
0.4075	5.030E-03
0.4100	4.730E-03
0.4125	4.520E-03
0.4150	4.440E-03
0.4175	4.420E-03
0.4200	4.540E-03
0.4225	4.740E-03
0.4250	4.780E-03
0.4275	4.820E-03
0.4300	4.950E-03
0.4325	5.040E-03
0.4350	5.300E-03
0.4375	5.800E-03
0.4400	6.350E-03
0.4425	6.960E-03
0.4450	7.510E-03
0.4475	8.300E-03
0.4500	9.220E-03
0.4525	9.690E-03
0.4550	9.620E-03
0.4575	9.570E-03
0.4600	9.790E-03
0.4625	1.005E-02
0.4650	1.011E-02
0.4675	1.020E-02
0.4700	1.060E-02
0.4725	1.090E-02
0.4750	1.140E-02
0.4775	1.210E-02
0.4800	1.270E-02
0.4825	1.310E-02
0.4850	1.360E-02
0.4875	1.440E-02
0.4900	1.500E-02
0.4925	1.620E-02
0.4950	1.730E-02
0.4975	1.910E-02
0.5000	2.040E-02
0.5025	2.280E-02
0.5050	2.560E-02
0.5075	2.800E-02
0.5100	3.250E-02
0.5125	3.720E-02
0.5150	3.960E-02
0.5175	3.990E-02
0.5200	4.090E-02
0.5225	4.160E-02
0.5250	4.170E-02
0.5275	4.280E-02
0.5300	4.340E-02
0.5325	4.470E-02
0.5350	4.520E-02
0.5375	4.660E-02
0.5400	4.740E-02
0.5425	4.890E-02
0.5450	5.110E-02
0.5475	5.370E-02
0.5500	5.650E-02
0.5525	5.930E-02
0.5550	5.960E-02
0.5575	6.060E-02
0.5600	6.190E-02
0.5625	6.400E-02
0.5650	6.420E-02
0.5675	6.720E-02
0.5700	6.950E-02
0.5725	7.330E-02
0.5750	7.720E-02
0.5775	8.360E-02
0.5800	8.960E-02
0.5825	9.890E-02
0.5850	1.100E-01
0.5875	1.220E-01
0.5900	1.351E-01
0.5925	1.516E-01
0.5950	1.672E-01
0.5975	1.925E-01
0.6000	2.224E-01
0.6025	2.470E-01
0.6050	2.577E-01
0.6075	2.629E-01
0.6100	2.644E-01
0.6125	2.665E-01
0.6150	2.678E-01
0.6175	2.707E-01
0.6200	2.755E-01
0.6225	2.810E-01
0.6250	2.834E-01
0.6275	2.904E-01
0.6300	2.916E-01
0.6325	2.995E-01
0.6350	3.012E-01
0.6375	3.077E-01
0.6400	3.108E-01
0.6425	3.220E-01
0.6450	3.250E-01
0.6475	3.350E-01
0.6500	3.400E-01
0.6525	3.580E-01
0.6550	3.710E-01
0.6575	3.930E-01
0.6600	4.100E-01
0.6625	4.240E-01
0.6650	4.290E-01
0.6675	4.360E-01
0.6700	4.390E-01
0.6725	4.480E-01
0.6750	4.480E-01
0.6775	4.610E-01
0.6800	4.650E-01
0.6825	4.780E-01
0.6850	4.860E-01
0.6875	5.020E-01
0.6900	5.160E-01
0.6925	5.380E-01
0.6950	5.590E-01
0.6975	5.920E-01
0.7000	6.240E-01
0.7025	6.630E-01
0.7050	7.040E-01
0.7075	7.560E-01
0.7100	8.270E-01
0.7125	9.140E-01
0.7150	1.007E+00
0.7175	1.119E+00
0.7200	1.231E+00
0.7225	1.356E+00
0.7250	1.489E+00
0.7275	1.678E+00
0.7278	1.760E+00
0.7289	1.840E+00
0.7299	1.960E+00
0.7310	2.080E+00
0.7321	2.200E+00
0.7331	2.310E+00
0.7342	2.450E+00
0.7353	2.530E+00
0.7364	2.610E+00
0.7375	2.680E+00
0.7386	2.740E+00
0.7396	2.770E+00
0.7407	2.800E+00
0.7418	2.810E+00
0.7429	2.820E+00
0.7440	2.840E+00
0.7452	2.830E+00
0.7463	2.850E+00
0.7474	2.840E+00
0.7485	2.850E+00
0.7496	2.850E+00
0.7508	2.860E+00
0.7519	2.860E+00
0.7530	2.870E+00
0.7541	2.870E+00
0.7553	2.880E+00
0.7564	2.870E+00
0.7576	2.870E+00
0.7587	2.870E+00
0.7599	2.860E+00
0.7610	2.870E+00
0.7622	2.870E+00
0.7634	2.860E+00
0.7645	2.860E+00
0.7657	2.860E+00
0.7669	2.830E+00
0.7680	2.830E+00
0.7692	2.830E+00
0.7704	2.820E+00
0.7716	2.800E+00
0.7728	2.780E+00
0.7740	2.780E+00
0.7752	2.760E+00
0.7764	2.750E+00
0.7776	2.730E+00
0.7788	2.710E+00
0.7800	2.690E+00
0.7813	2.650E+00
0.7825	2.630E+00
0.7837	2.610E+00
0.7849	2.590E+00
0.7862	2.560E+00
0.7874	2.520E+00
0.7886	2.500E+00
0.7899	2.470E+00
0.7911	2.450E+00
0.7924	2.410E+00
0.7937	2.370E+00
0.7949	2.360E+00
0.7962	2.340E+00
0.7974	2.320E+00
0.7987	2.280E+00
0.8000	2.250E+00
